SetProp, 1E050,   -1E050, 1E050, -1E050, 16777215, 16777215, 0, 4
Caption, "L-N Voltage Profile"
ChartCaption, "L-N Voltage Profile"
Xlabel, "Distance (km)"
Ylabel, "p.u. Voltage"
ClickOn
SetProp, 1E050,   -1E050, 1E050, -1E050, 16777215, 16777215, 0, 7
TxtAlign, 1
KeyClass, 1
Line, "Line.mt1", "al120909_1", "120909_1", 0, 6,  0, 7702, 7.9674337, 0, 0, 1.0001042, 0.001, 1.0001032, 0, 2, 0, 0, 0, 0, 16, 1
Line, "Line.mt1", "al120909_1", "120909_1", 192, 6,  0, 7702, 7.9674337, 0, 0, 1.0001531, 0.001, 1.0001523, 255, 2, 0, 0, 0, 0, 16, 1
Line, "Line.mt1", "al120909_1", "120909_1", 384, 6,  0, 7702, 7.9674337, 0, 0, 1.0001438, 0.001, 1.0001429, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.mt120655_1", "120909_1", "120655_1", 576, 6,  0, 7702, 7.9674337, 0.001, 0.001, 1.0001032, 0.003, 1.0001, 0, 2, 0, 0, 0, 0, 16, 1
Line, "Line.mt120655_1", "120909_1", "120655_1", 768, 6,  0, 7702, 7.9674337, 0.001, 0.001, 1.0001523, 0.003, 1.0001498, 255, 2, 0, 0, 0, 0, 16, 1
Line, "Line.mt120655_1", "120909_1", "120655_1", 960, 6,  0, 7702, 7.9674337, 0.001, 0.001, 1.0001429, 0.003, 1.0001401, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.mt122438_1", "120655_1", "122438_1", 1152, 6,  0, 7702, 7.9674337, 0.003, 0.003, 1.0001, 0.005, 1.0000969, 0, 2, 0, 0, 0, 0, 16, 1
Line, "Line.mt122438_1", "120655_1", "122438_1", 1344, 6,  0, 7702, 7.9674337, 0.003, 0.003, 1.0001498, 0.005, 1.0001473, 255, 2, 0, 0, 0, 0, 16, 1
Line, "Line.mt122438_1", "120655_1", "122438_1", 1536, 6,  0, 7702, 7.9674337, 0.003, 0.003, 1.0001401, 0.005, 1.0001373, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.mt39370_3", "122438_1", "39370_3", 1728, 6,  0, 7702, 7.9674337, 0.005, 0.005, 1.0000969, 0.029, 1.000059, 0, 2, 0, 0, 0, 0, 16, 1
Line, "Line.mt39370_3", "122438_1", "39370_3", 1920, 6,  0, 7702, 7.9674337, 0.005, 0.005, 1.0001473, 0.029, 1.0001172, 255, 2, 0, 0, 0, 0, 16, 1
Line, "Line.mt39370_3", "122438_1", "39370_3", 2112, 6,  0, 7702, 7.9674337, 0.005, 0.005, 1.0001373, 0.029, 1.0001038, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.mt39372_3", "39370_3", "39372_3", 2304, 6,  0, 7702, 7.9674337, 0.029, 0.029, 1.000059, 0.082, 0.99997533, 0, 2, 0, 0, 0, 0, 16, 1
Line, "Line.mt39372_3", "39370_3", "39372_3", 2496, 6,  0, 7702, 7.9674337, 0.029, 0.029, 1.0001172, 0.082, 1.0000506, 255, 2, 0, 0, 0, 0, 16, 1
Line, "Line.mt39372_3", "39370_3", "39372_3", 2688, 6,  0, 7702, 7.9674337, 0.029, 0.029, 1.0001038, 0.082, 1.0000298, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.mt39376_2", "39372_3", "39376_2", 2880, 6,  0, 7698, 7.9674337, 0.082, 0.082, 0.99997533, 0.101, 0.99994534, 0, 2, 0, 0, 0, 0, 16, 1
Line, "Line.mt39376_2", "39372_3", "39376_2", 3072, 6,  0, 7698, 7.9674337, 0.082, 0.082, 1.0000506, 0.101, 1.0000267, 255, 2, 0, 0, 0, 0, 16, 1
Line, "Line.mt39376_2", "39372_3", "39376_2", 3264, 6,  0, 7698, 7.9674337, 0.082, 0.082, 1.0000298, 0.101, 1.0000033, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.mt38150_1", "39376_2", "38150_1", 3456, 6,  0, 7698, 7.9674337, 0.101, 0.101, 0.99994534, 0.128, 0.99990272, 0, 2, 0, 0, 0, 0, 16, 1
Line, "Line.mt38150_1", "39376_2", "38150_1", 3648, 6,  0, 7698, 7.9674337, 0.101, 0.101, 1.0000267, 0.128, 0.99999277, 255, 2, 0, 0, 0, 0, 16, 1
Line, "Line.mt38150_1", "39376_2", "38150_1", 3840, 6,  0, 7698, 7.9674337, 0.101, 0.101, 1.0000033, 0.128, 0.99996567, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.mt39384_1", "38150_1", "39384_1", 4032, 6,  0, 7698, 7.9674337, 0.128, 0.128, 0.99990272, 0.281, 0.99966122, 0, 2, 0, 0, 0, 0, 16, 1
Line, "Line.mt39384_1", "38150_1", "39384_1", 4224, 6,  0, 7698, 7.9674337, 0.128, 0.128, 0.99999277, 0.281, 0.99980055, 255, 2, 0, 0, 0, 0, 16, 1
Line, "Line.mt39384_1", "38150_1", "39384_1", 4416, 6,  0, 7698, 7.9674337, 0.128, 0.128, 0.99996567, 0.281, 0.99975233, 16711680, 2, 0, 0, 0, 0, 16, 1
Line, "Line.mt38149_1", "39384_1", "38149_1", 4608, 6,  0, 7698, 7.9674337, 0.281, 0.281, 0.99966122, 0.534, 0.99926187, 0, 2, 0, 0, 0, 0, 16, 1
Line, "Line.mt38149_1", "39384_1", "38149_1", 4800, 6,  0, 7698, 7.9674337, 0.281, 0.281, 0.99980055, 0.534, 0.9994827, 255, 2, 0, 0, 0, 0, 16, 1
